Question,Answer
หากผู้ป่วยต้องการใช้สิทธิหลักประกันสุขภาพแห่งชาติ ต้องทำอย่างไร? ก. ติดต่อแพทย์ประจำตัว ข. ติดต่อแจ้งขอใช้สิทธิและแสดงบัตรประชาชน ค. ซื้อประกันสุขภาพเพิ่มเติม ง. ไม่มีข้อใดถูกต้อง,
คุณ Sompong Jaidee (P003) อายุ 39 ปี มาโรงพยาบาลด้วยอาการเจ็บหน้าอก ขั้นตอนแรกควรทำอะไร? ก. จองคิว Cardiology ข. ตรวจประวัติการแพ้ยา ค. ไป Emergency ก่อน ง. นัดหมายแพทย์,
"การฝังแร่อิริเดียม (Implantation) next loading ตามประกาศ FS มีอัตราจ่ายเท่าใด? ก. 5,800.00 บาท ข. 6,000.00 บาท ค. 7,000.00 บาท ง. 1,000.00 บาท",
แผนกต่อมไร้ท่อมีหัวหน้าชื่อว่าอะไร? ก. Dr. Sarah Johnson ข. Dr. Michael Williams ค. Dr. Emily Chen ง. Dr. Robert Martinez,
ในเงื่อนไขใหม่ 2568 โปรแกรมใดที่ใช้สำหรับบันทึกการนัดผ่าตัดล่วงหน้า? ก. โปรแกรมสุขภาพทั่วไป ข. โปรแกรม Elective case ค. โปรแกรมบันทึกผู้ป่วยนอก ง. โปรแกรมการรักษาฉุกเฉิน,ข
"บริการยาเคมีบำบัดสำหรับผู้ป่วยมะเร็งลำไส้ใหญ่ที่บ้านมีอัตราจ่ายในเขตเท่าใดต่อ RW? ก. 7,500 บาท ข. 8,350 บาท ค. 9,000 บาท ง. 9,600 บาท",ข
ในกรณีอุบัติเหตุ ผู้มีสิทธิหลักประกันสุขภาพต้องใช้สิทธิตาม พ.ร.บ. ใดก่อน? ก. พ.ร.บ. ประกันสุขภาพ ข. พ.ร.บ. ประกันสังคม ค. พ.ร.บ. ผู้ประสบภัยจากรถ ง. พ.ร.บ. การรักษาพยาบาล,ค
เด็กชาย 8 ปี หายใจลำบาก ผื่นแดงทั่วตัว หลังกินขนมที่โรงเรียน สงสัยภูมิแพ้อาหารรุนแรง ควรหลีกเลี่ยงอาหารกลุ่มไหนในการรักษา? ก. นม ข. ถั่วลิสง ค. ไข่ ง. อาหารทะเล,
อายุครรภ์ระหว่างกี่สัปดาห์ที่หญิงต้องได้รับการตรวจและรับคำปรึกษาทางเลือกจากผู้ประกอบวิชาชีพก่อนยุติการตั้งครรภ์? ก. 8-10 สัปดาห์ ข. 10-12 สัปดาห์ ค. 12-20 สัปดาห์ ง. 20-24 สัปดาห์,ค
ผู้พ้นโทษจะต้องทำอะไรเพื่อให้ได้สิทธิหลักประกันสุขภาพแห่งชาติ? ก. ลงทะเบียนใหม่ด้วยตนเอง ข. เปลี่ยนหน่วยบริการประจำ ค. รับความยินยอมจากผู้ปกครอง ง. ไม่มีข้อใดถูกต้อง,
คนไข้ P010 มีโรคไตเสื่อม stage 2 มาด้วยอาการเจ็บหน้าอก ต้องทำ CT angiogram แต่แพ้ contrast dye ควรทำอย่างไร? ก. ทำ CT ปกติ ข. ให้ยาแพ้ก่อนฉีด ค. ไม่ควรทำ CT ง. ใช้ MRI แทน,
หน้าที่ใดที่คณะกรรมการกองทุนมีอำนาจในการให้คำแนะนำเกี่ยวกับงานสาธารณสุข? ก. พิจารณาอนุมัติแผนการเงินประจำปี ข. ให้คำแนะนำในการจัดทำข้อมูลและโครงการสาธารณสุข ค. ออกระเบียบเพื่อประสิทธิภาพในการบริหารกองทุน ง. พิจารณาอนุมัติโครงการหรือกิจกรรมตามวัตถุประสงค์ของกองทุน,
